City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,Dutlwe,BW,-23.9833,23.9,73.65,33,96,8.37,overcast clouds
326,Oum Hadjer,TD,13.2954,19.6966,82.6,18,28,6.53,scattered clouds
327,Marzuq,YE,14.4,46.4667,78.57,43,54,2.53,broken clouds
328,Cordoba,AR,-31.4135,-64.1811,58.75,37,0,3.0,clear sky
329,Shache,CN,38.4167,77.2406,55.45,40,0,4.63,clear sky
330,Maldonado,UY,-34.6667,-54.9167,51.22,68,54,13.24,broken clouds
331,Wukari,NG,7.85,9.7833,74.73,94,100,5.86,light rain
332,Waipawa,NZ,-41.4122,175.5153,59.63,94,100,6.76,overcast clouds
333,Banjar,ID,-8.19,114.9675,76.91,71,72,6.15,broken clouds
334,Taua,BR,-5.9667,-40.3,85.55,29,76,9.08,broken clouds
335,Abeche,TD,13.8292,20.8324,80.91,18,43,7.9,scattered clouds
336,Nabire,ID,-3.3667,135.4833,80.89,86,100,3.04,overcast clouds
337,Kruisfontein,ZA,-34.0033,24.7314,56.88,95,25,7.74,scattered clouds
338,Slatina,RO,44.4333,24.3667,53.44,72,67,14.58,broken clouds
339,Morehead,US,37.2711,-87.1764,74.91,82,1,4.61,clear sky
340,Abha,SA,18.2164,42.5053,64.22,39,0,4.61,clear sky
341,Krasnoselkup,RU,65.7,82.4667,41.16,94,100,18.79,light rain
342,Susanville,US,40.4163,-120.653,69.64,28,40,13.8,scattered clouds
343,Manacor,ES,39.5696,3.2096,61.34,70,66,2.35,broken clouds
344,Shenjiamen,CN,29.9576,122.298,77.76,85,28,11.5,light rain
345,Varadero,CU,23.1536,-81.2514,83.16,86,67,18.1,broken clouds
346,Meulaboh,ID,4.1363,96.1285,76.46,88,100,3.6,overcast clouds
347,Wakkanai,JP,45.4094,141.6739,51.78,82,75,5.75,broken clouds
348,Ludvika,SE,60.1496,15.1878,53.4,94,97,8.77,overcast clouds
349,Concordia,AR,-31.393,-58.0209,62.78,63,18,14.0,few clouds
350,Tessalit,ML,20.1986,1.0114,85.69,10,66,6.67,broken clouds
351,Gushikawa,JP,26.3544,127.8686,79.83,100,75,5.75,thunderstorm
352,Iranshahr,IR,27.2025,60.6848,78.82,34,1,0.29,clear sky
353,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,21,0,8.05,clear sky
354,Houma,US,29.5958,-90.7195,82.98,80,32,2.62,scattered clouds
355,Artyom,AZ,40.4723,50.333,57.34,54,99,19.91,overcast clouds
356,La Ronge,CA,55.1001,-105.2842,55.65,58,90,8.05,smoke
357,Luoyang,CN,34.6836,112.4536,55.65,88,100,2.28,overcast clouds
358,Nome,US,64.5011,-165.4064,42.87,76,90,10.36,light rain
359,Chumikan,RU,54.7183,135.315,38.5,64,36,17.67,scattered clouds
360,Ilulissat,GL,69.2167,-51.1,24.82,68,90,3.44,overcast clouds
361,Kathmandu,NP,27.7167,85.3167,68.22,94,75,2.3,broken clouds
362,Iqaluit,CA,63.7506,-68.5145,40.73,75,75,10.36,broken clouds
363,San Jose Pinula,GT,14.5461,-90.4114,72.12,86,40,4.0,scattered clouds
364,Beaverlodge,CA,55.2166,-119.4361,40.35,84,100,5.41,overcast clouds
365,Mareeba,AU,-17.0,145.4333,83.32,37,73,6.87,broken clouds
366,Zhurivka,UA,50.5028,31.7849,33.78,49,0,8.84,clear sky
367,Canora,CA,51.6333,-102.4343,75.22,19,98,11.61,overcast clouds
368,Esil,KZ,51.9556,66.4042,30.54,71,6,4.29,clear sky
369,Bagan,RU,54.1001,77.6646,32.49,89,93,7.36,overcast clouds
370,Fort-Shevchenko,KZ,44.5086,50.263,48.4,53,100,19.48,overcast clouds
371,Maragheh,IR,37.3917,46.2398,48.16,66,0,10.18,clear sky
372,Batagay-Alyta,RU,67.8006,130.4114,25.97,64,100,3.98,overcast clouds
373,Bonfim,BR,3.0833,-59.95,79.77,77,100,5.46,overcast clouds
374,Acarau,BR,-2.8856,-40.12,79.59,80,94,18.12,overcast clouds
375,Yomou,GN,7.5603,-9.2653,69.96,99,89,1.43,light rain
376,Somanda,TZ,-3.3667,33.95,73.24,40,86,5.84,overcast clouds
377,Sumy,UA,50.9216,34.8003,37.89,49,11,8.43,few clouds
378,Islamnagar,IN,28.3333,78.7167,76.77,67,3,2.17,clear sky
379,Arauca,CO,7.0847,-70.7591,75.51,93,100,1.81,overcast clouds
380,Alakurtti,RU,66.9672,30.3491,46.63,93,100,9.35,overcast clouds
381,Lieto,FI,60.5103,22.4618,54.93,83,90,10.36,overcast clouds
382,Gidam,IN,18.9833,81.4,71.06,93,28,1.36,scattered clouds
383,Chicama,PE,-7.8447,-79.1469,61.34,80,28,6.82,scattered clouds
384,Port Hardy,CA,50.6996,-127.4199,50.18,76,75,9.22,light intensity shower rain
385,Visnes,NO,59.3556,5.2242,54.21,93,90,0.0,overcast clouds
386,Isangel,VU,-19.55,169.2667,80.71,65,75,13.8,broken clouds
387,Ca Mau,VN,9.1769,105.15,77.25,92,97,9.66,overcast clouds
388,Cumberland,US,35.0502,-78.8664,79.61,70,1,4.61,clear sky
389,Tarrega,ES,41.647,1.1396,59.83,61,68,0.81,broken clouds
390,Abu Samrah,SY,35.3029,37.1841,63.45,26,0,4.41,clear sky
391,Sioux Lookout,CA,50.1001,-91.917,70.18,60,20,6.91,few clouds
392,Gamba,GA,-2.65,10.0,74.43,83,100,4.85,overcast clouds
393,Placido De Castro,BR,-10.3353,-67.1856,80.85,69,99,2.68,overcast clouds
394,Piedade,BR,-23.7119,-47.4278,70.5,69,84,3.89,broken clouds
395,Yerbogachen,RU,61.2767,108.0108,28.22,93,100,13.67,light snow
396,Malinao,PH,7.5917,124.6889,74.75,75,83,1.05,broken clouds
397,Mantua,IT,45.1667,10.7833,58.69,86,92,1.99,overcast clouds
398,Takaka,NZ,-40.85,172.8,62.98,92,100,5.75,overcast clouds
399,Bilibino,RU,68.0546,166.4372,7.5,92,91,0.54,overcast clouds
400,Alta Floresta,BR,-9.8756,-56.0861,72.77,92,77,4.34,broken clouds
401,Corovode,AL,40.5042,20.2272,59.61,84,99,8.61,overcast clouds
402,Tooele,US,40.5308,-112.2983,68.95,45,40,12.66,scattered clouds
403,Puerto Escondido,MX,15.85,-97.0667,86.83,62,20,6.91,few clouds
404,Qaqortoq,GL,60.7167,-46.0333,45.1,54,90,9.98,overcast clouds
405,Benjamin Constant,BR,-4.3831,-70.0311,75.0,98,78,2.13,broken clouds
406,Kavieng,PG,-2.5744,150.7967,81.91,70,100,2.77,overcast clouds
407,Liverpool,GB,53.4106,-2.9779,59.77,84,75,1.99,broken clouds
408,Udachnyy,RU,66.4167,112.4,29.88,92,100,10.47,overcast clouds
409,Rehoboth,NA,-23.3167,17.0833,63.05,21,20,8.05,few clouds
410,Charleston,US,32.7766,-79.9309,77.22,96,40,3.0,scattered clouds
411,Syava,RU,58.0146,46.3222,34.14,83,54,3.29,broken clouds
412,Kavaratti,IN,10.5669,72.642,82.26,74,100,8.03,overcast clouds
413,Brorup,DK,55.4819,9.0176,47.8,92,6,4.41,clear sky
414,Bentiu,SS,9.2333,29.8333,73.42,84,62,4.45,broken clouds
415,Pailon,BO,-17.65,-62.75,85.68,43,52,4.41,broken clouds
416,Ayr,GB,55.4627,-4.6339,58.98,94,75,11.5,broken clouds
417,Ahuimanu,US,21.4447,-157.8378,87.51,58,20,16.11,few clouds
418,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,92,100,10.58,overcast clouds
419,Dire Dawa,ET,9.5931,41.8661,71.51,63,58,5.64,light rain
420,Saint Anthony,US,45.0205,-93.218,73.02,70,1,6.91,clear sky
421,Pangnirtung,CA,66.1451,-65.7125,36.09,76,61,3.36,broken clouds
422,Mulege,MX,26.8833,-111.9833,86.74,40,10,7.29,clear sky
423,Kamenka,RU,51.3223,42.7678,40.12,57,100,5.59,overcast clouds
424,Arlit,NE,18.7369,7.3853,82.54,15,0,9.69,clear sky
425,Vardo,NO,70.3705,31.1107,44.11,79,100,11.5,overcast clouds
426,Aleksandrov Gay,RU,50.147,48.5704,38.48,54,24,6.31,few clouds
427,Puerto Madryn,AR,-42.7692,-65.0385,49.91,52,0,20.47,clear sky
428,Yarada,IN,17.65,83.2667,79.12,94,20,2.3,few clouds
429,Alingsas,SE,57.9303,12.5335,54.64,95,7,5.7,clear sky
430,Muros,ES,42.7762,-9.0603,66.24,92,2,5.53,clear sky
431,Poum,NC,-20.2333,164.0167,74.48,74,0,12.41,clear sky
432,Port-Gentil,GA,-0.7193,8.7815,78.76,78,75,9.22,broken clouds
433,Amla,IN,21.9333,78.1167,70.05,86,46,4.14,scattered clouds
434,Teya,RU,60.3778,92.6267,33.4,90,100,8.77,overcast clouds
435,Nuuk,GL,64.1835,-51.7216,38.01,60,90,8.05,overcast clouds
436,Belaya Gora,RU,68.5333,146.4167,24.67,64,86,6.69,overcast clouds
437,Mangan,IN,27.5167,88.5333,69.71,82,37,3.44,scattered clouds
438,Fort Dodge,US,42.4975,-94.168,71.82,68,20,8.05,few clouds
439,Tiznit,MA,29.5833,-9.5,74.23,39,93,1.19,overcast clouds
440,Yulara,AU,-25.2406,130.9889,62.44,48,0,13.8,clear sky
441,Lokosovo,RU,61.1333,74.8167,37.62,92,100,9.98,overcast clouds
442,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,35,8.05,scattered clouds
443,Ciudad Bolivar,VE,8.1222,-63.5497,81.93,72,89,12.44,overcast clouds
444,Cascais,PT,38.6979,-9.4215,71.51,65,78,5.01,broken clouds
445,Kawalu,ID,-7.3817,108.2082,71.96,91,99,1.99,overcast clouds
446,Samarai,PG,-10.6167,150.6667,81.93,76,56,7.49,broken clouds
447,Faya,SA,18.3851,42.4509,64.51,38,45,4.81,scattered clouds
448,Gat,IL,31.61,34.7642,69.82,60,0,4.25,clear sky
449,Tiksi,RU,71.6872,128.8694,27.45,90,100,9.26,overcast clouds
450,Kaeo,NZ,-35.1,173.7833,61.32,97,100,3.67,light rain
451,Roma,US,43.2128,-75.4557,63.43,90,1,0.0,clear sky
452,Todos Santos,MX,23.45,-110.2167,92.01,77,1,7.25,clear sky
453,Tazmalt,DZ,36.3868,4.3989,63.1,83,86,2.98,overcast clouds
454,Kota Belud,MY,6.351,116.4305,78.66,72,60,1.57,broken clouds
455,Agirish,RU,61.9247,63.0231,40.23,79,99,10.92,overcast clouds
456,Escada,BR,-8.3592,-35.2236,77.74,93,46,5.57,scattered clouds
457,Yucaipa,US,34.0336,-117.0431,78.94,56,1,1.99,clear sky
458,Cotonou,BJ,6.3654,2.4183,76.98,94,20,2.3,few clouds
459,Novoilinsk,RU,51.6829,108.7143,35.08,87,4,2.13,clear sky
460,Nazare,BR,-13.035,-39.0144,70.88,91,16,2.35,few clouds
461,Kigoma,TZ,-4.8769,29.6267,76.59,69,37,5.48,scattered clouds
462,Darhan,MN,49.4867,105.9228,42.12,71,100,4.47,overcast clouds
463,Clyde River,CA,70.4692,-68.5914,34.03,100,90,5.75,overcast clouds
464,Hohhot,CN,40.8106,111.6522,46.69,87,40,4.47,scattered clouds
465,Horn Lake,US,34.9554,-90.0348,75.22,73,40,5.01,scattered clouds
466,Araouane,ML,18.9048,-3.5265,91.6,15,13,7.14,few clouds
467,Chongoyape,PE,-6.6406,-79.3892,63.57,70,27,5.06,scattered clouds
468,Sulina,RO,45.1559,29.6536,57.42,68,100,19.82,overcast clouds
469,Ust-Nera,RU,64.5667,143.2,23.67,76,95,5.41,overcast clouds
470,San Joaquin,US,37.9333,-121.3011,79.11,35,1,6.91,clear sky
471,Nelson Bay,AU,-32.7167,152.15,72.09,48,100,7.72,overcast clouds
472,Te Anau,NZ,-45.4167,167.7167,54.82,70,86,5.06,overcast clouds
473,Byron Bay,AU,-28.65,153.6167,77.05,50,21,11.21,few clouds
474,Zhigansk,RU,66.7697,123.3711,27.9,91,100,21.56,light snow
475,Huaicheng,CN,23.9051,112.1931,77.7,65,78,3.29,broken clouds
476,Ankazoabo,MG,-22.2833,44.5167,62.42,65,0,12.57,clear sky
477,Felanitx,ES,39.4696,3.1483,60.96,70,56,0.45,broken clouds
478,Razdolinsk,RU,58.4211,94.6658,28.26,86,95,8.9,overcast clouds
479,Pringsewu,ID,-5.3582,104.9744,76.12,83,96,6.06,overcast clouds
480,Kokopo,PG,-4.352,152.2633,83.32,68,63,3.71,broken clouds
481,Ayan,RU,56.45,138.1667,39.81,50,99,9.1,overcast clouds
482,Lucapa,AO,-8.4192,20.7447,64.81,96,98,3.8,overcast clouds
483,Lavumisa,SZ,-27.31,31.892,69.12,92,100,3.4,light rain
484,Chhoti Sadri,IN,24.3833,74.7,77.59,74,68,0.51,broken clouds
485,Vao,NC,-22.6667,167.4833,69.93,63,0,16.33,clear sky
486,Gorgan,IR,36.8387,54.4348,64.36,82,90,0.0,overcast clouds
487,Andros Town,BS,24.7,-77.7667,82.94,73,71,13.06,broken clouds
488,Broome,US,42.2506,-75.833,66.83,78,1,3.44,clear sky
489,Perico,CU,22.7692,-81.0189,82.81,84,84,10.29,broken clouds
490,Ishigaki,JP,24.3448,124.1572,82.53,89,40,5.75,scattered clouds
491,Cap Malheureux,MU,-19.9842,57.6142,72.46,77,7,1.99,clear sky
492,Sarakhs,IR,36.5449,61.1577,48.34,46,14,2.3,few clouds
493,Coahuayana,MX,18.7333,-103.6833,81.88,79,44,2.91,scattered clouds
494,Kurchum,KZ,48.5722,83.6542,30.69,81,17,1.54,few clouds
495,Dubti,ET,11.7361,41.0853,89.83,40,90,6.51,overcast clouds
496,Gladstone,AU,-23.85,151.25,79.79,57,0,8.05,clear sky
497,Kudahuvadhoo,MV,2.6708,72.8944,83.08,73,22,13.02,few clouds
498,Pemba,MZ,-12.974,40.5178,76.3,81,30,13.35,scattered clouds
499,Morant Bay,JM,17.8815,-76.4093,85.62,83,97,9.4,overcast clouds
500,San Jose,US,37.3394,-121.895,72.72,59,75,5.01,broken clouds
501,Akyab,MM,20.15,92.9,78.87,90,50,6.93,scattered clouds
502,Haicheng,CN,40.8516,122.7475,51.39,80,64,10.18,broken clouds
503,Ryazhsk,RU,53.7038,40.1109,36.57,69,74,4.41,broken clouds
504,Vila Velha,BR,-20.3297,-40.2925,73.35,88,40,4.61,scattered clouds
505,Mikkeli,FI,61.6886,27.2723,53.71,62,0,10.36,clear sky
506,Seevetal,DE,53.4,9.9667,48.99,93,38,1.14,scattered clouds
507,Berlevag,NO,70.8578,29.0864,40.95,81,75,9.22,broken clouds
508,Selcuk,TR,37.9514,27.3685,65.01,75,0,5.35,clear sky
509,Avera,US,33.194,-82.5271,73.27,91,100,6.82,light rain
510,Honiara,SB,-9.4333,159.95,86.88,66,60,7.65,broken clouds
511,Usoke,TZ,-5.1667,32.35,71.29,32,47,3.0,scattered clouds
512,Manokwari,ID,-0.8667,134.0833,81.36,73,100,2.98,overcast clouds
513,Henties Bay,NA,-22.116,14.2845,55.85,84,1,2.82,clear sky
514,Siocon,PH,7.7061,122.1353,82.83,77,71,0.98,broken clouds
515,Belogorsk,RU,50.9158,128.4611,41.4,57,98,12.59,overcast clouds
516,Burkburnett,US,34.0979,-98.5706,83.08,32,1,4.61,clear sky
517,Iracoubo,GF,5.4802,-53.2011,80.73,82,100,9.04,light rain
518,Farafangana,MG,-22.8167,47.8333,66.87,84,100,8.39,light rain
519,Basco,PH,20.4487,121.9702,83.32,78,99,16.93,overcast clouds
520,Pocone,BR,-16.2567,-56.6228,86.97,46,57,5.99,broken clouds
521,Ponta Delgada,PT,37.7333,-25.6667,75.51,94,40,12.66,scattered clouds
522,Port Blair,IN,11.6667,92.75,80.55,82,100,11.32,overcast clouds
523,Kangalassy,RU,62.3464,129.9628,31.93,79,85,7.4,overcast clouds
524,Dhidhdhoo,MV,6.8833,73.1,81.86,79,100,14.94,overcast clouds
525,Lakatoro,VU,-16.0999,167.4164,82.65,72,76,4.81,broken clouds
526,Linden,GY,6.0,-58.3,78.94,96,100,3.67,moderate rain
527,Polyarnyy,RU,69.1989,33.4478,46.87,92,100,9.95,overcast clouds
528,Flin Flon,CA,54.7682,-101.865,58.84,51,90,8.05,overcast clouds
529,Bonthe,SL,7.5264,-12.505,78.04,87,82,5.84,light rain
530,Sochi,RU,43.6,39.7303,53.69,78,76,3.78,broken clouds
531,Manjacaze,MZ,-24.7117,33.8828,68.54,78,89,5.08,overcast clouds
532,Hobyo,SO,5.3505,48.5268,77.9,85,45,21.23,scattered clouds
533,Sulangan,PH,11.1373,123.7228,83.32,76,93,8.37,overcast clouds
534,San-Pedro,CI,4.7485,-6.6363,76.96,90,96,3.65,light rain
535,Kyaukse,MM,21.6,96.1333,77.07,85,33,2.28,scattered clouds
536,Srandakan,ID,-7.9386,110.2506,77.59,69,95,5.53,overcast clouds
537,Piacabucu,BR,-10.4056,-36.4344,75.24,85,25,8.86,scattered clouds
538,Sestri Levante,IT,44.2732,9.3968,66.11,63,83,1.99,broken clouds
539,Antalaha,MG,-14.9003,50.2788,67.01,86,95,4.41,overcast clouds
540,Montague,US,42.5356,-72.5351,64.31,79,20,0.87,few clouds
541,Huambo,AO,-12.7761,15.7392,63.3,67,100,6.62,overcast clouds
542,Astana,KZ,51.1801,71.446,22.95,86,0,6.71,clear sky
543,Aykhal,RU,66.0,111.5,27.88,95,100,13.58,overcast clouds
544,Pangoa,PE,-12.1167,-73.0,75.06,67,89,2.46,overcast clouds
545,Bad Munstereifel,DE,50.55,6.7667,51.58,90,95,8.05,overcast clouds
546,Dwarka,IN,22.2394,68.9678,81.41,78,54,9.31,broken clouds
547,Mizan Teferi,ET,6.9833,35.5833,61.66,94,97,2.1,light rain
548,Pemberton,CA,50.3164,-122.8027,49.86,99,99,3.53,overcast clouds
549,Taoudenni,ML,22.6783,-3.9836,91.24,8,2,12.35,clear sky
550,Chopda,IN,21.25,75.3,78.44,81,33,4.68,scattered clouds
551,Tabou,CI,4.423,-7.3528,77.77,87,73,6.98,broken clouds
552,Roald,NO,62.5833,6.1333,52.16,87,75,17.27,broken clouds
553,Seydi,TM,39.4816,62.9137,47.66,24,0,14.85,clear sky
554,Greensboro,US,36.0726,-79.792,73.35,80,75,5.75,broken clouds
555,Katangli,RU,51.7102,143.2326,43.47,58,10,5.88,clear sky
556,Uong Bi,VN,21.0333,106.7833,80.58,79,98,2.8,overcast clouds
557,Harper,LR,4.375,-7.7169,77.92,86,66,7.81,broken clouds
558,Flinders,AU,-34.5833,150.8552,80.06,44,50,7.78,scattered clouds
559,Dudinka,RU,69.4058,86.1778,36.34,99,100,5.57,overcast clouds
560,Mandeville,JM,18.0417,-77.5071,77.05,92,100,2.48,overcast clouds
561,Odienne,CI,9.51,-7.5692,72.39,92,79,1.74,broken clouds
562,Maun,BW,-19.9833,23.4167,73.36,56,0,0.0,clear sky
563,Mega,ET,4.05,38.3,63.55,57,95,7.11,overcast clouds
564,Fukuma,JP,33.7667,130.4667,79.03,61,0,4.76,clear sky
565,Odweyne,SO,9.4092,45.064,75.99,60,97,2.48,overcast clouds
566,Muramatsu,JP,37.6833,139.1833,66.22,71,23,2.39,few clouds
567,Amapa,BR,1.0,-52.0,75.24,86,100,3.27,overcast clouds
568,Kultuk,RU,51.7208,103.6956,36.63,86,64,3.4,broken clouds
569,Khor,RU,47.8861,134.9464,45.84,47,41,5.17,scattered clouds
570,Naze,JP,28.3667,129.4833,77.92,67,97,16.8,overcast clouds
571,Ulaangom,MN,49.9811,92.0667,38.62,60,97,4.14,overcast clouds
572,Mandiana,GN,10.6333,-8.6833,77.41,75,84,3.78,broken clouds
573,Helena,US,46.5927,-112.0361,71.35,39,75,4.0,broken clouds
574,Kushmurun,KZ,52.4503,64.6311,34.25,63,1,4.76,clear sky
575,Dunedin,NZ,-45.8742,170.5036,60.8,73,98,10.0,overcast clouds
576,Puro,PH,12.4841,123.3827,82.87,74,99,5.32,overcast clouds
577,Vilhena,BR,-12.7406,-60.1458,79.02,73,0,6.91,light rain
578,Maceio,BR,-9.6658,-35.7353,80.04,78,20,6.91,few clouds
579,Vulcan,RO,45.3833,23.2667,43.52,93,99,6.08,overcast clouds
580,La Rioja,ES,42.25,-2.5,47.48,60,10,5.99,clear sky
581,Mandalgovi,MN,45.7625,106.2708,44.11,48,92,7.18,overcast clouds
582,Sainte-Rose,GP,16.3324,-61.6979,80.64,78,20,3.44,few clouds
583,Santiago Tuxtla,MX,18.4667,-95.3,73.9,87,65,6.67,broken clouds
584,Kaifeng,CN,34.7911,114.3483,52.66,91,100,11.1,overcast clouds
585,Iguape,BR,-24.7081,-47.5553,67.5,95,87,3.42,overcast clouds
586,Ipixuna,BR,-1.7625,-48.8043,80.55,90,99,5.46,overcast clouds
587,Saint-Joseph,RE,-21.3667,55.6167,68.38,83,16,4.23,few clouds
588,Stolin,BY,51.8912,26.846,41.88,56,38,10.58,scattered clouds
589,Simbahan,PH,6.3032,120.5836,83.21,77,42,8.59,scattered clouds
590,Jardim,BR,-21.4803,-56.1381,78.71,71,79,2.19,broken clouds
591,Denpasar,ID,-8.65,115.2167,76.71,83,20,1.14,few clouds
592,Smithers,CA,54.7804,-127.1743,43.12,65,75,3.44,light rain
593,Dong Hoi,VN,17.4833,106.6,77.38,91,100,14.07,overcast clouds
594,Yeniseysk,RU,58.4497,92.1703,31.33,96,100,7.25,light snow
595,Paita,PE,-5.0892,-81.1144,68.56,87,20,16.53,few clouds
596,Juneau,US,58.3019,-134.4197,46.4,72,90,8.05,overcast clouds
597,Aksarka,RU,66.5606,67.7975,44.83,84,100,15.68,overcast clouds
598,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,83,40,6.29,scattered clouds
599,Gimli,CA,50.6336,-96.9907,79.43,53,62,14.97,broken clouds
600,Staicele,LV,57.8364,24.75,49.37,66,79,10.85,broken clouds
601,Antofagasta,CL,-23.65,-70.4,58.28,78,87,3.44,overcast clouds
602,Ilmenau,DE,50.6833,10.9,48.4,91,84,5.79,broken clouds
603,Tiarei,PF,-17.5333,-149.3333,86.02,77,66,10.36,broken clouds
604,Houston,US,29.7633,-95.3633,86.2,46,1,3.0,clear sky
605,Hovd,MN,48.0056,91.6419,34.56,43,0,9.42,clear sky
606,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,89,90,6.91,overcast clouds
607,Muzhi,RU,65.3667,64.6667,46.26,77,100,15.52,overcast clouds
608,Yamada,JP,39.4667,141.95,61.54,78,76,2.68,broken clouds
609,San Cristobal,VE,7.7669,-72.225,73.58,96,70,3.09,broken clouds
610,Orlik,RU,52.5178,99.825,25.2,69,15,1.39,few clouds
611,Nouakchott,MR,18.0858,-15.9785,78.73,76,100,11.1,overcast clouds
612,Soyo,AO,-6.1349,12.3689,76.01,82,95,5.88,overcast clouds
613,Bow Island,CA,49.8668,-111.3684,71.35,28,93,12.66,overcast clouds
614,Katsuura,JP,35.1333,140.3,72.1,74,100,11.34,overcast clouds
615,Rincon,US,32.296,-81.2354,76.86,99,90,5.75,overcast clouds
616,Pacific Grove,US,36.6177,-121.9166,70.14,74,1,5.01,clear sky
617,Effingham,US,32.3669,-81.3332,76.84,98,100,4.59,overcast clouds
618,Moba,CN,33.2288,105.0179,51.31,82,100,3.06,overcast clouds
619,Karasburg,NA,-28.0167,18.75,64.17,24,0,10.13,clear sky
620,Aden,YE,12.7794,45.0367,86.13,82,10,7.49,clear sky
621,Cocobeach,GA,1.0002,9.5823,78.73,90,100,12.21,light rain
622,Eyl,SO,7.9803,49.8164,78.35,82,80,15.01,broken clouds
623,Aksarayskiy,RU,46.7924,48.0119,35.55,35,32,12.73,scattered clouds
624,Kamaishi,JP,39.2667,141.8833,56.35,80,51,3.31,broken clouds
625,Kysyl-Syr,RU,63.8986,122.7617,28.69,84,62,10.29,broken clouds
626,Salinopolis,BR,-0.6136,-47.3561,81.52,78,98,10.96,overcast clouds
627,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.74,84,28,9.48,scattered clouds
628,Huarmey,PE,-10.0681,-78.1522,64.4,84,14,8.39,few clouds
629,Angoche,MZ,-16.2325,39.9086,75.61,74,49,13.69,scattered clouds
630,Batsfjord,NO,70.6345,29.7185,40.93,83,100,8.68,overcast clouds
631,Owando,CG,-0.4819,15.8999,74.7,83,99,1.03,overcast clouds
632,Glenwood Springs,US,39.5505,-107.3248,67.8,58,88,6.49,overcast clouds
633,Cholet,FR,47.1667,-1.0,49.32,86,41,3.09,scattered clouds
634,Cedar Rapids,US,42.0083,-91.6441,72.52,78,90,1.01,overcast clouds
635,Sangar,RU,63.9242,127.4739,29.59,85,95,3.53,overcast clouds
636,Batemans Bay,AU,-35.7167,150.1833,74.98,30,1,10.49,clear sky
637,Robore,BO,-18.3333,-59.75,87.89,62,83,0.0,broken clouds
638,Dryden,CA,49.7833,-92.7503,70.09,60,1,10.36,clear sky
639,Katy,US,29.7858,-95.8244,85.86,50,1,0.0,clear sky
640,Beian,NO,63.6559,9.5683,51.01,87,75,17.27,broken clouds
641,Aktash,RU,50.3,87.7333,14.25,87,96,4.03,overcast clouds
642,Dobrusevo,MK,41.1686,21.4825,54.34,87,84,3.85,broken clouds
643,Sibolga,ID,1.7427,98.7792,76.51,85,100,2.21,overcast clouds
644,Parkes,AU,-33.1333,148.1833,65.35,41,92,1.01,overcast clouds
645,Terrace Bay,CA,48.7834,-87.1,56.82,93,12,5.57,few clouds
646,Camacha,PT,33.0833,-16.3333,69.22,73,40,8.05,scattered clouds
647,Sivas,TR,39.7916,37.0019,32.63,100,20,2.3,fog
648,Chernyshevskiy,RU,63.0128,112.4714,27.39,92,100,12.53,light snow
649,Margate,GB,51.3813,1.3862,52.7,72,27,7.25,scattered clouds
650,Shintomi,JP,32.0785,131.4723,72.72,67,0,2.35,clear sky
651,Candelaria,PH,13.9311,121.4233,78.39,86,100,1.97,overcast clouds
652,Naryan-Mar,RU,67.6713,53.087,46.27,79,100,17.63,overcast clouds
653,Kununurra,AU,-15.7667,128.7333,84.18,65,53,4.61,broken clouds
