City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Fare,PF,2021-10-02 12:40:51,-16.7,-151.0167,78.67,72,7,21.81
281,Sokolo,ML,2021-10-02 12:35:32,14.7328,-6.1219,97.77,28,59,5.77
282,Vila Velha,BR,2021-10-02 12:35:07,-20.3297,-40.2925,84.15,61,0,13.8
283,Mozarlandia,BR,2021-10-02 12:40:51,-14.7447,-50.5706,92.25,39,6,4.79
284,Charters Towers,AU,2021-10-02 12:40:51,-20.1,146.2667,71.01,52,5,3.06
285,Fairbanks,US,2021-10-02 12:36:41,64.8378,-147.7164,29.61,94,90,5.75
286,Bereda,ES,2021-10-02 12:40:52,43.2686,-7.5406,67.01,86,100,10.94
287,Imaculada,BR,2021-10-02 12:40:52,-7.3897,-37.5092,82.96,40,5,9.95
288,Pevek,RU,2021-10-02 12:35:43,69.7008,170.3133,22.37,64,19,18.16
289,Fortuna,US,2021-10-02 12:35:21,40.5982,-124.1573,54.36,74,90,0.0
290,Kyshtovka,RU,2021-10-02 12:40:53,56.555,76.6271,35.44,84,100,8.99
291,Cidreira,BR,2021-10-02 12:35:12,-30.1811,-50.2056,66.13,66,14,6.31
292,Mayo,US,2021-10-02 12:36:51,38.8876,-76.5119,62.26,92,1,1.99
293,Lumby,CA,2021-10-02 12:40:53,50.2498,-118.969,45.73,76,98,8.05
294,Hirado,JP,2021-10-02 12:40:53,33.3597,129.5531,70.95,76,0,7.76
295,Venado Tuerto,AR,2021-10-02 12:40:53,-33.7456,-61.9688,60.76,50,100,15.21
296,Quesnel,CA,2021-10-02 12:38:48,52.9999,-122.5029,52.3,50,90,14.97
297,Tres Lagoas,BR,2021-10-02 12:40:54,-20.7511,-51.6783,86.85,45,93,10.33
298,San Joaquin,US,2021-10-02 12:40:54,37.9333,-121.3011,65.35,66,1,0.0
299,Cullman,US,2021-10-02 12:40:54,34.1748,-86.8436,69.44,88,1,4.61
300,Mehamn,NO,2021-10-02 12:40:55,71.0357,27.8492,51.75,71,40,25.32
301,Granby,CA,2021-10-02 12:40:55,45.4001,-72.7324,52.21,94,100,1.14
302,Yakeshi,CN,2021-10-02 12:40:55,49.2833,120.7333,39.34,63,100,12.35
303,Skala,PL,2021-10-02 12:40:56,50.2305,19.8536,67.89,62,20,5.75
304,Gat,IL,2021-10-02 12:35:04,31.61,34.7642,85.41,27,24,12.64
305,Capula,MX,2021-10-02 12:40:56,19.7,-101.8,45.81,96,100,1.16
306,Marienburg,PL,2021-10-02 12:36:47,54.0359,19.0266,59.95,51,100,13.98
307,Chicama,PE,2021-10-02 12:36:29,-7.8447,-79.1469,59.54,82,81,4.14
308,Ulma,DE,2021-10-02 12:40:56,48.3984,9.9916,73.89,59,18,3.0
309,Ca Mau,VN,2021-10-02 12:40:57,9.1769,105.15,79.25,87,100,3.51
310,Veraval,IN,2021-10-02 12:40:14,20.9,70.3667,81.91,78,20,4.68
311,Inuvik,CA,2021-10-02 12:36:53,68.3499,-133.7218,36.61,97,90,6.91
312,Hamilton,US,2021-10-02 12:37:17,39.1834,-84.5333,60.76,86,75,1.01
313,Batyrevo,RU,2021-10-02 12:40:57,55.0675,47.6111,51.13,59,100,6.69
314,Krasnoselkup,RU,2021-10-02 12:40:57,65.7,82.4667,30.63,98,100,8.93
315,Zhoucheng,CN,2021-10-02 12:40:58,35.9122,116.3117,73.72,79,7,6.91
316,Lompoc,US,2021-10-02 12:36:11,34.6391,-120.4579,63.79,100,90,0.0
317,Yar-Sale,RU,2021-10-02 12:33:16,66.8333,70.8333,33.73,70,96,12.86
318,Cabra,ES,2021-10-02 12:40:58,37.4725,-4.4421,85.19,36,100,1.99
319,Surt,LY,2021-10-02 12:40:59,31.2089,16.5887,78.33,60,19,11.79
320,Bayan,CN,2021-10-02 12:40:59,46.0833,127.4,46.94,59,100,7.31
321,Acapulco,MX,2021-10-02 12:38:22,16.8634,-99.8901,78.62,83,75,5.75
322,Black Forest,US,2021-10-02 12:39:01,39.0131,-104.7008,53.6,77,90,1.01
323,San Cristobal,VE,2021-10-02 12:36:30,7.7669,-72.225,68.18,66,91,3.56
324,Kaputa,ZM,2021-10-02 12:40:59,-8.4689,29.6619,86.7,42,48,0.85
325,Okhotsk,RU,2021-10-02 12:41:00,59.3833,143.3,39.83,71,100,5.06
326,Ostrovnoy,RU,2021-10-02 12:35:16,68.0531,39.5131,47.79,66,24,17.87
327,Khatanga,RU,2021-10-02 12:35:10,71.9667,102.5,25.97,97,100,4.41
328,Tuatapere,NZ,2021-10-02 12:35:46,-46.1333,167.6833,48.81,88,100,3.58
329,Canutama,BR,2021-10-02 12:41:00,-6.5339,-64.3831,80.44,72,100,2.91
330,Bengkulu,ID,2021-10-02 12:35:09,-3.8004,102.2655,78.87,89,75,9.53
331,Anbu,CN,2021-10-02 12:41:00,23.449,116.6809,84.13,84,40,8.95
332,Olafsvik,IS,2021-10-02 12:41:01,64.8945,-23.7142,42.19,74,96,20.42
333,Grand Gaube,MU,2021-10-02 12:41:01,-20.0064,57.6608,77.4,68,13,8.99
334,Shizunai,JP,2021-10-02 12:41:01,42.3339,142.3669,59.99,82,43,14.56
335,Hofn,IS,2021-10-02 12:35:50,64.2539,-15.2082,46.8,75,100,20.11
336,Dubai,AE,2021-10-02 12:40:06,25.2582,55.3047,97.09,66,0,13.8
337,Cyangugu,RW,2021-10-02 12:41:02,-2.4846,28.9075,69.58,70,100,1.19
338,Valence,ES,2021-10-02 12:36:36,39.4697,-0.3774,81.99,62,20,7.0
339,Kyra,RU,2021-10-02 12:41:02,49.5776,111.9753,34.21,99,100,8.81
340,Dalby,AU,2021-10-02 12:41:03,-27.1833,151.2667,50.7,54,99,7.54
341,Iquitos,PE,2021-10-02 12:34:59,-3.7481,-73.2472,78.84,94,75,4.61
342,Slupsk,PL,2021-10-02 12:41:03,54.4641,17.0287,65.26,46,98,12.46
343,Minab,IR,2021-10-02 12:41:03,27.1467,57.0801,94.5,46,84,8.88
344,Severo-Yeniseyskiy,RU,2021-10-02 12:41:04,60.3725,93.0408,30.25,94,100,3.49
345,Jacareacanga,BR,2021-10-02 12:34:44,-6.2222,-57.7528,80.01,78,100,2.39
346,Elizabeth City,US,2021-10-02 12:41:04,36.2946,-76.2511,67.98,100,1,0.0
347,Ventspils,LV,2021-10-02 12:41:04,57.3894,21.5606,60.73,63,0,13.8
348,Brae,GB,2021-10-02 12:36:25,60.3964,-1.353,53.51,80,100,23.15
349,Pouembout,NC,2021-10-02 12:41:05,-21.1333,164.9,70.83,89,53,6.6
350,Ponta Do Sol,PT,2021-10-02 12:34:58,32.6667,-17.1,76.71,76,0,2.8
351,Babylon,US,2021-10-02 12:41:05,40.6957,-73.3257,63.03,78,1,5.99
352,Gayeri,BF,2021-10-02 12:41:05,12.6497,0.4931,98.11,29,7,1.66
353,Yeppoon,AU,2021-10-02 12:36:26,-23.1333,150.7333,67.78,62,0,8.34
354,Muriwai Beach,NZ,2021-10-02 12:41:06,-36.8167,174.45,51.48,93,71,2.93
355,Port Lincoln,AU,2021-10-02 12:35:56,-34.7333,135.8667,62.96,69,100,17.94
356,Sinnamary,GF,2021-10-02 12:41:06,5.3833,-52.95,83.17,75,61,8.88
357,Bonavista,CA,2021-10-02 12:41:06,48.6499,-53.1147,59.11,87,41,8.99
358,Ayorou,NE,2021-10-02 12:41:07,14.7308,0.9174,100.71,18,4,4.99
359,Jati,PK,2021-10-02 12:41:07,24.3539,68.2671,85.86,68,15,11.79
360,Rawson,AR,2021-10-02 12:35:26,-43.3002,-65.1023,46.4,85,100,26.91
361,Hasaki,JP,2021-10-02 12:35:06,35.7333,140.8333,71.89,75,5,5.3
362,Hami,CN,2021-10-02 12:41:07,42.8,93.45,56.82,33,100,30.29
363,Yenagoa,NG,2021-10-02 12:41:08,4.9247,6.2642,86.34,66,89,4.36
364,Kingsport,US,2021-10-02 12:41:08,36.5484,-82.5618,65.71,93,20,1.01
365,Kamina,CD,2021-10-02 12:41:08,-8.7386,24.9906,81.63,47,95,6.8
366,Matamoros,MX,2021-10-02 12:41:09,25.5333,-103.25,70.75,71,100,2.48
367,Waipawa,NZ,2021-10-02 12:41:09,-41.4122,175.5153,51.46,90,100,5.84
368,Yazd,IR,2021-10-02 12:41:09,31.8972,54.3675,87.91,19,0,6.91
369,Selty,RU,2021-10-02 12:41:10,57.3132,52.1345,46.51,86,100,4.32
370,Ligayan,PH,2021-10-02 12:41:10,4.6533,119.4706,83.79,69,75,1.19
371,Colac,AU,2021-10-02 12:41:10,-38.3333,143.5833,55.15,97,29,1.45
372,Dhidhdhoo,MV,2021-10-02 12:41:10,6.8833,73.1,81.93,78,100,17.38
373,Atbasar,KZ,2021-10-02 12:36:52,51.8,68.3333,40.39,56,86,3.91
374,Pangnirtung,CA,2021-10-02 12:35:22,66.1451,-65.7125,39.27,70,66,0.72
375,Kuito,AO,2021-10-02 12:41:11,-12.3833,16.9333,94.06,12,34,0.69
376,Mecayapan,MX,2021-10-02 12:41:11,18.2167,-94.8333,78.58,85,93,3.4
377,Nicolas Bravo,MX,2021-10-02 12:41:12,18.45,-88.9167,74.28,95,80,2.06
378,Batagay-Alyta,RU,2021-10-02 12:36:30,67.8006,130.4114,18.14,84,1,3.49
379,Moyale,KE,2021-10-02 12:41:12,3.5167,39.0584,81.84,36,100,10.29
380,Jalalpur,PK,2021-10-02 12:41:12,32.6374,74.2183,87.67,62,20,0.0
381,Ballina,AU,2021-10-02 12:34:45,-28.8667,153.5667,61.79,88,0,0.0
382,Sao Joao Da Barra,BR,2021-10-02 12:35:14,-21.6403,-41.0511,78.89,80,92,10.04
383,Kargil,IN,2021-10-02 12:41:13,34.5667,76.1,57.96,36,30,11.18
384,Soyo,AO,2021-10-02 12:41:13,-6.1349,12.3689,78.64,75,99,11.52
385,Mwaya,TZ,2021-10-02 12:41:13,-9.55,33.95,85.37,41,13,6.11
386,Pathein,MM,2021-10-02 12:41:14,16.7833,94.7333,77.88,92,100,2.93
387,Springbok,ZA,2021-10-02 12:41:14,-29.6643,17.8865,59.04,50,50,19.37
388,Kifri,IQ,2021-10-02 12:41:14,34.6959,44.9661,99.68,9,1,11.01
389,Ishigaki,JP,2021-10-02 12:41:15,24.3448,124.1572,82.42,66,8,16.51
390,Ilebo,CD,2021-10-02 12:41:15,-4.3167,20.5833,86.04,55,100,3.38
391,Mangai,CD,2021-10-02 12:41:15,-4.05,19.5333,91.51,40,84,2.62
392,Morant Bay,JM,2021-10-02 12:41:16,17.8815,-76.4093,82.02,74,31,7.56
393,Pontian Kecil,MY,2021-10-02 12:41:16,1.4801,103.3899,80.92,79,100,5.37
394,Guarapari,BR,2021-10-02 12:41:16,-20.6667,-40.4975,84.09,62,95,7.74
395,Rio Grande,BR,2021-10-02 12:33:55,-32.035,-52.0986,64.51,63,0,6.42
396,Davila,PH,2021-10-02 12:41:16,18.4726,120.5763,80.58,80,97,15.73
397,Lively,CA,2021-10-02 12:41:17,46.4334,-81.1498,59.81,96,100,6.31
398,Dali,CN,2021-10-02 12:36:10,25.7,100.1833,67.15,71,62,4.0
399,Ambilobe,MG,2021-10-02 12:41:17,-13.2,49.05,87.93,37,58,15.32
400,Kanniyakumari,IN,2021-10-02 12:35:42,8.0833,77.5667,80.78,82,73,9.37
401,Winneba,GH,2021-10-02 12:41:18,5.3511,-0.6231,86.47,76,98,8.08
402,San Vicente,AR,2021-10-02 12:36:03,-26.6167,-54.1333,63.14,98,100,1.57
403,Waregem,BE,2021-10-02 12:41:18,50.8811,3.4026,62.92,81,100,1.99
404,Bouca,CF,2021-10-02 12:41:18,6.5105,18.2733,88.81,54,96,1.88
405,Fomboni,KM,2021-10-02 12:41:18,-12.28,43.7425,77.83,73,6,6.06
406,Mapiripan,CO,2021-10-02 12:41:19,2.8892,-72.1256,78.37,83,58,3.49
407,Pombia,IT,2021-10-02 12:41:19,45.653,8.6336,71.26,64,20,3.44
408,Kantunilkin,MX,2021-10-02 12:41:19,21.0917,-87.45,76.95,96,85,1.74
409,Vangaindrano,MG,2021-10-02 12:36:54,-23.35,47.6,77.54,68,0,14.81
410,Almaznyy,RU,2021-10-02 12:41:20,48.0448,40.045,59.14,34,1,14.18
411,Huarmey,PE,2021-10-02 12:41:20,-10.0681,-78.1522,63.61,83,61,6.78
412,Seoul,KR,2021-10-02 12:36:56,37.5683,126.9778,67.44,88,0,2.3
413,Dingle,PH,2021-10-02 12:35:18,10.9995,122.6711,77.36,90,100,2.86
414,Senador Pompeu,BR,2021-10-02 12:41:21,-5.5881,-39.3717,90.21,36,4,9.69
415,Haapiti,PF,2021-10-02 12:35:00,-17.5667,-149.8667,73.13,73,2,18.59
416,Marawi,PH,2021-10-02 12:41:21,7.9986,124.2928,65.64,95,100,1.95
417,Ondjiva,AO,2021-10-02 12:41:21,-17.0667,15.7333,93.15,10,2,10.29
418,Ketchikan,US,2021-10-02 12:35:30,55.3422,-131.6461,48.18,87,100,9.95
419,Bismil,TR,2021-10-02 12:41:21,37.8486,40.6658,91.02,18,48,3.18
420,La Ronge,CA,2021-10-02 12:41:22,55.1001,-105.2842,39.42,93,20,2.3
421,Whitianga,NZ,2021-10-02 12:41:22,-36.8333,175.7,47.01,93,29,3.78
422,Laguna,US,2021-10-02 12:41:22,38.421,-121.4238,71.2,61,1,0.0
423,Talara,PE,2021-10-02 12:41:23,-4.5772,-81.2719,67.15,79,49,13.49
424,Bela,IN,2021-10-02 12:41:23,25.9333,81.9833,76.98,85,95,5.17
425,Bhaktapur,NP,2021-10-02 12:41:23,27.6833,85.4167,73.54,83,75,5.75
426,Peleduy,RU,2021-10-02 12:41:24,59.6289,112.7406,26.17,95,96,2.24
427,Laguna De Duero,ES,2021-10-02 12:41:24,41.5815,-4.7233,71.94,58,0,16.11
428,Mahon,ES,2021-10-02 12:40:03,39.8885,4.2658,75.76,64,40,6.91
429,Feijo,BR,2021-10-02 12:41:24,-8.1642,-70.3536,85.01,57,37,4.68
430,Ugoofaaru,MV,2021-10-02 12:41:24,5.6667,73.0,80.76,81,100,12.86
431,Houma,US,2021-10-02 12:41:25,29.5958,-90.7195,77.0,95,100,4.88
432,Gulu,UG,2021-10-02 12:41:25,2.7746,32.299,73.87,82,73,6.29
433,Kavieng,PG,2021-10-02 12:36:27,-2.5744,150.7967,81.99,72,94,7.87
434,Tallahassee,US,2021-10-02 12:37:18,30.4383,-84.2807,76.64,96,75,6.91
435,Teguldet,RU,2021-10-02 12:41:26,57.3064,88.1667,35.46,97,100,2.95
436,Bahir Dar,ET,2021-10-02 12:41:26,11.5936,37.3908,74.7,65,100,6.15
437,Pochutla,MX,2021-10-02 12:41:26,15.7432,-96.4661,75.02,87,8,3.91
438,Tinskoy,RU,2021-10-02 12:41:26,56.1525,96.9161,35.28,85,58,3.0
439,Yulara,AU,2021-10-02 12:35:11,-25.2406,130.9889,82.24,28,0,14.97
440,Dakar,SN,2021-10-02 12:41:27,14.6937,-17.4441,92.28,79,20,11.5
441,Najran,SA,2021-10-02 12:41:27,17.4924,44.1277,93.85,17,68,12.37
442,Sterling,US,2021-10-02 12:37:09,39.0062,-77.4286,61.59,96,20,0.0
443,Altay,CN,2021-10-02 12:41:28,47.8667,88.1167,37.15,62,96,9.44
444,Salinas,US,2021-10-02 12:35:19,36.6777,-121.6555,68.97,87,1,0.0
445,Leh,IN,2021-10-02 12:35:50,34.1667,77.5833,59.41,39,25,5.91
446,Strezhevoy,RU,2021-10-02 12:41:28,60.7333,77.5889,31.98,95,100,6.53
447,Merauke,ID,2021-10-02 12:41:28,-8.4667,140.3333,78.76,83,20,7.92
448,Muros,ES,2021-10-02 12:36:55,42.7762,-9.0603,69.85,84,100,20.94
449,Nemuro,JP,2021-10-02 12:41:29,43.3236,145.575,57.25,89,91,8.63
450,Oriximina,BR,2021-10-02 12:41:29,-1.7656,-55.8661,83.41,71,97,2.53
451,Sennoy,RU,2021-10-02 12:41:29,52.1509,46.9631,58.44,55,100,5.73
452,Areosa,PT,2021-10-02 12:41:30,41.7178,-8.8571,70.68,95,100,13.67
453,Pokoynoye,RU,2021-10-02 12:41:30,44.8097,44.2517,55.45,59,100,17.96
454,Asau,RO,2021-10-02 12:35:22,46.4333,26.4,65.39,44,7,5.61
455,Roma,US,2021-10-02 12:38:03,43.2128,-75.4557,58.87,94,20,3.44
456,Coari,BR,2021-10-02 12:41:30,-4.085,-63.1414,78.37,84,100,1.57
457,Lazaro Cardenas,MX,2021-10-02 12:41:30,17.9583,-102.2,76.06,81,73,4.72
458,Tungor,RU,2021-10-02 12:41:31,53.3808,142.9564,43.7,74,90,5.59
459,Vidisha,IN,2021-10-02 12:41:31,23.5333,77.8167,85.33,79,18,4.41
460,Bilma,NE,2021-10-02 12:41:31,18.6853,12.9164,97.74,11,0,5.17
461,Vilyuysk,RU,2021-10-02 12:41:32,63.7553,121.6247,29.71,74,23,3.94
462,Kamenka,RU,2021-10-02 12:41:32,51.3223,42.7678,56.84,52,71,2.37
463,Sungaipenuh,ID,2021-10-02 12:41:32,-2.0833,101.3833,65.88,96,98,2.82
464,Mpanda,TZ,2021-10-02 12:41:33,-6.3655,31.0409,95.34,17,11,5.26
465,Aswan,EG,2021-10-02 12:35:42,24.0934,32.907,96.1,20,0,8.05
466,Beidao,CN,2021-10-02 12:41:33,34.5686,105.8933,70.88,78,100,5.01
467,Borovskoy,KZ,2021-10-02 12:41:33,53.8,64.15,45.39,60,99,5.37
468,Aripuana,BR,2021-10-02 12:41:33,-9.1667,-60.6333,87.03,58,15,1.19
469,Salym,RU,2021-10-02 12:41:34,60.0625,71.4789,33.55,92,91,8.14
470,Fort Nelson,CA,2021-10-02 12:35:04,58.8053,-122.7002,47.79,49,75,11.5
471,Mogadishu,SO,2021-10-02 12:36:10,2.0371,45.3438,84.07,84,40,16.11
472,Palmer,US,2021-10-02 12:36:28,42.1584,-72.3287,55.38,92,75,0.0
473,Alta Floresta,BR,2021-10-02 12:40:12,-9.8756,-56.0861,82.72,64,22,2.53
474,Dillon,US,2021-10-02 12:41:34,34.4166,-79.3712,67.03,68,11,1.99
475,Kaabong,UG,2021-10-02 12:41:35,3.4836,34.1492,69.46,76,100,4.52
476,Kununurra,AU,2021-10-02 12:35:59,-15.7667,128.7333,84.18,70,33,9.22
477,Ixtapa,MX,2021-10-02 12:41:35,20.7,-105.2,74.43,88,90,6.91
478,Tahoua,NE,2021-10-02 12:41:35,14.8888,5.2692,97.86,18,0,5.32
479,Itarema,BR,2021-10-02 12:35:21,-2.9248,-39.9167,87.96,53,40,18.03
480,Chase,CA,2021-10-02 12:41:36,50.8165,-119.6857,52.14,64,100,3.89
481,Ilinskiy,RU,2021-10-02 12:41:36,55.619,38.1182,48.78,61,75,2.24
482,Tura,IN,2021-10-02 12:36:58,25.5198,90.2201,75.72,89,14,2.26
483,Bhiwani,IN,2021-10-02 12:41:36,28.7833,76.1333,92.16,44,36,4.43
484,Yenangyaung,MM,2021-10-02 12:41:36,20.4667,94.8833,77.09,86,94,12.91
485,Rapid City,US,2021-10-02 12:37:44,44.0805,-103.231,56.66,62,1,1.99
486,Valparaiso,CL,2021-10-02 12:41:37,-33.0393,-71.6273,56.84,75,20,13.8
487,Pontevedra,ES,2021-10-02 12:41:37,42.431,-8.6444,69.15,93,100,12.82
488,Poronaysk,RU,2021-10-02 12:41:37,49.2167,143.1167,47.84,85,100,6.64
489,Pocri,PA,2021-10-02 12:41:38,8.2667,-80.55,80.44,84,56,2.1
490,Balakhninskiy,RU,2021-10-02 12:41:38,58.0106,114.2769,25.56,91,83,3.36
491,Lai,TD,2021-10-02 12:41:38,9.3952,16.2989,91.51,46,100,5.5
492,Lavrentiya,RU,2021-10-02 12:36:31,65.5833,-171.0,23.29,86,68,10.71
493,Shingu,JP,2021-10-02 12:41:39,33.7333,135.9833,67.44,71,0,6.42
494,Alikalia,SL,2021-10-02 12:41:39,9.1667,-11.4,78.03,88,88,0.83
495,Wukari,NG,2021-10-02 12:41:39,7.85,9.7833,91.33,50,62,4.36
496,Kenai,US,2021-10-02 12:34:33,60.5544,-151.2583,39.25,66,90,5.75
497,Stornoway,GB,2021-10-02 12:41:39,58.2093,-6.3865,54.93,66,40,20.71
498,Troitsko-Pechorsk,RU,2021-10-02 12:36:13,62.7084,56.1964,37.67,67,100,5.21
499,Las Vegas,US,2021-10-02 12:36:42,36.175,-115.1372,69.67,23,1,0.0
500,Payo,ID,2021-10-02 12:41:40,-3.7508,103.6372,74.64,95,24,3.04
501,Kamaishi,JP,2021-10-02 12:41:40,39.2667,141.8833,63.16,77,100,7.99
502,Chegdomyn,RU,2021-10-02 12:41:41,51.1167,133.0167,31.5,89,16,1.7
503,Floresta,BR,2021-10-02 12:41:41,-8.6011,-38.5686,87.85,37,74,12.8
504,Maniitsoq,GL,2021-10-02 12:41:41,65.4167,-52.9,39.27,72,100,8.5
505,Itoman,JP,2021-10-02 12:41:42,26.1247,127.6694,81.37,65,20,10.36
506,Zakamensk,RU,2021-10-02 12:41:42,50.3741,103.2863,30.78,94,100,3.13
507,Korla,CN,2021-10-02 12:39:14,41.7597,86.1469,63.39,29,71,21.85
508,Saint-Pierre,RE,2021-10-02 12:41:42,-21.3393,55.4781,77.29,64,90,13.8
509,Hervey Bay,AU,2021-10-02 12:36:28,-25.2986,152.8535,70.03,91,59,5.91
510,Porto Novo,BJ,2021-10-02 12:41:43,6.4965,2.6036,85.82,65,78,11.63
511,Cruz Das Almas,BR,2021-10-02 12:41:43,-12.67,-39.1019,87.03,40,0,6.2
512,Port Blair,IN,2021-10-02 12:41:43,11.6667,92.75,80.82,82,96,6.67
513,Kathu,TH,2021-10-02 12:41:43,7.9178,98.3332,85.69,89,100,3.65
514,Kologriv,RU,2021-10-02 12:41:44,58.8275,44.3178,47.98,79,100,2.75
515,Hualmay,PE,2021-10-02 12:41:44,-11.0964,-77.6139,63.07,80,86,6.38
516,Xocali,AZ,2021-10-02 12:41:44,39.913,46.7903,52.75,88,99,3.62
517,Tarakan,ID,2021-10-02 12:41:44,3.3,117.6333,83.7,84,20,2.3
518,Zhicheng,CN,2021-10-02 12:41:45,30.2956,111.5047,80.24,72,0,4.59
519,Sorland,NO,2021-10-02 12:35:31,67.667,12.6934,53.67,79,100,6.91
520,Nelipyno,UA,2021-10-02 12:41:45,48.561,23.0315,66.69,46,10,4.07
521,Varena,LT,2021-10-02 12:41:46,54.2167,24.5667,51.49,74,74,12.86
522,Muisne,EC,2021-10-02 12:41:46,0.6,-80.0333,76.17,84,92,8.25
523,Mandalgovi,MN,2021-10-02 12:41:46,45.7625,106.2708,36.64,80,100,23.0
524,Aksarka,RU,2021-10-02 12:41:47,66.5606,67.7975,32.79,72,78,10.42
525,Bilibino,RU,2021-10-02 12:32:22,68.0546,166.4372,10.87,92,100,2.42
526,Tautira,PF,2021-10-02 12:41:47,-17.7333,-149.15,73.42,78,26,18.84
527,Nakusp,CA,2021-10-02 12:41:47,50.2499,-117.8023,43.47,87,98,2.3
528,Lata,PT,2021-10-02 12:41:48,40.1629,-8.3327,74.48,61,99,6.08
529,Nouadhibou,MR,2021-10-02 12:35:18,20.931,-17.0347,73.38,78,40,9.22
530,Dubti,ET,2021-10-02 12:41:48,11.7361,41.0853,102.9,19,100,8.66
531,North Bend,US,2021-10-02 12:35:53,43.4065,-124.2243,48.07,99,40,0.0
532,Dukat,RU,2021-10-02 12:41:48,62.55,155.55,24.28,89,11,8.32
533,Santa Paula,US,2021-10-02 12:41:48,34.3542,-119.0593,79.83,46,1,7.0
534,Manokwari,ID,2021-10-02 12:41:49,-0.8667,134.0833,79.11,82,100,2.71
535,Ndola,ZM,2021-10-02 12:41:49,-12.9587,28.6366,89.67,21,99,3.18
536,Lizzano,IT,2021-10-02 12:41:50,40.391,17.4476,80.01,53,0,4.61
537,Oktyabrskiy,RU,2021-10-02 12:41:50,54.4815,53.471,50.43,74,100,6.24
538,Karacabey,TR,2021-10-02 12:40:36,40.2152,28.4038,66.58,60,100,19.04
539,Ambon,ID,2021-10-02 12:35:48,-3.6954,128.1814,78.94,94,40,6.91
540,Bandarbeyla,SO,2021-10-02 12:36:04,9.4942,50.8122,81.57,73,31,25.77
541,Rio Gallegos,AR,2021-10-02 12:41:51,-51.6226,-69.2181,37.45,56,75,14.97
542,Zyryanka,RU,2021-10-02 12:34:38,65.75,150.85,25.77,71,100,7.61
543,Qasigiannguit,GL,2021-10-02 12:41:51,68.8193,-51.1922,30.45,93,15,2.46
544,Novikovo,RU,2021-10-02 12:41:51,51.1537,37.8879,57.47,48,11,7.05
545,Kargasok,RU,2021-10-02 12:36:01,59.0556,80.8572,33.48,89,100,5.77
546,General Pico,AR,2021-10-02 12:41:52,-35.6566,-63.7568,57.96,53,100,8.75
547,Aire-Sur-La-Lys,FR,2021-10-02 12:41:52,50.6387,2.3988,61.75,95,100,17.27
548,Siuna,NI,2021-10-02 12:41:53,13.7332,-84.7773,73.51,95,9,3.27
549,Kinsale,IE,2021-10-02 12:41:53,51.7075,-8.5306,56.23,66,75,13.8
550,Toronto,CA,2021-10-02 12:40:50,43.7001,-79.4163,62.19,86,1,1.01
551,Bayanday,RU,2021-10-02 12:41:53,53.0661,105.5139,35.6,88,100,10.58
552,Linhares,BR,2021-10-02 12:41:54,-19.3911,-40.0722,86.85,47,25,9.24
553,Filingue,NE,2021-10-02 12:41:54,14.3521,3.3168,101.23,17,0,4.36
554,Arrifes,PT,2021-10-02 12:41:54,37.7667,-25.7,73.24,88,75,14.97
555,Petropavlovsk-Kamchatskiy,RU,2021-10-02 12:36:43,53.0452,158.6483,48.79,100,90,11.18
556,Carutapera,BR,2021-10-02 12:35:34,-1.195,-46.02,87.15,56,47,10.0
557,Port Hedland,AU,2021-10-02 12:34:57,-20.3167,118.5667,73.45,64,4,14.97
558,Skelleftea,SE,2021-10-02 12:41:55,64.7507,20.9528,54.0,65,90,1.99
559,Chiredzi,ZW,2021-10-02 12:41:55,-21.05,31.6667,102.4,14,9,7.49
560,San Ramon De La Nueva Oran,AR,2021-10-02 12:41:55,-23.1322,-64.326,76.33,56,97,1.88
561,Marsh Harbour,BS,2021-10-02 12:41:56,26.5412,-77.0636,80.8,61,100,20.87
562,Bandar-E Lengeh,IR,2021-10-02 12:41:56,26.5579,54.8807,93.31,59,100,4.61
